"url", "latitude", "longitude", "WKT", "title", "description", "logo", "active_members", "3month_transactions"
"sel-chevigny.be","5.3448617","49.9123264","","sel-chevigny.be","On a tous quelque chose &Atilde;&nbsp; partager","http://sel-chevigny.be/system/files/Logo-Chevigny.jpg","7","0"
"selclairdelune.communityforge.net","-1.4591217","43.5403359","","selclairdelune.communityforge.net","Mettez du S.E.L dans votre vie ","http://selclairdelune.communityforge.net/system/files/like-the-wind_by_webby85.jpg","72","0"
"selclunisois.communityforge.net","4.659274","46.434135","","Selclunisois","Le SEL ne s'use que si l'on ne s'en sert pas ......","http://selclunisois.communityforge.net/sites/selclunisois.communityforge.net/files/sky_seldulac_logo.JPG","149","0"
"selcollemiers.communityforge.net","3.2349586","48.1578412","","Le SEL de Collemiers","Pour changer, &Atilde;&copy;changeons","http://selcollemiers.communityforge.net/system/files/logo.png","26","0"
"selconaissances.communityforge.net","4.835659","45.764043","","Sel Co-Naissances","Faire &Atilde;&copy;merger les talents, les projets, et faciliter leur concr&Atilde;&copy;tisation","http://selconaissances.communityforge.net/system/files/Co-naissances.jpg","2","0"
"selcoupdepouce.be","4.6039581","50.5980579","","SEL coup de pouce","Syst&Atilde;&uml;me d'Echange Local - &Atilde;&copy;changer, c'est changer !","http://selcoupdepouce.be/sites/selcoupdepouce.be/files/logo.jpg","298","0"
"seldebeaurepaire.fr","5.0386047","45.3289787","","seldebeaurepaire.fr","Certains, individuellement, iront plus vite, mais Ensemble nous irons plus loin...!","http://seldebeaurepaire.fr/system/files/ampoule.jpg","60","0"
"seldebergues.communityforge.net","2.4334288","50.9685355","","Le p&Atilde;&cent;te &Atilde;&nbsp; sel","Echanger... et changer !","","34","0"
"seldebourges.communityforge.net","2.398782","47.081012","","Syst&Atilde;&uml;me d'Echange Local de Bourges","Site de &quot;Pas seul en Sel&quot;","http://seldebourges.communityforge.net/system/files/Logo_Sel_Original.png","8","0"
"seldebourgoinjallieu.fr","5.27212","45.597108","","SEL de Bourgoin Jallieu","Mettez un peu de SEL dans votre vie ...","http://seldebourgoinjallieu.fr/sites/seldebourgoinjallieu.fr/files/sky_seldulac_logo.jpg","97","0"
"seldebriancon.communityforge.net","6.6441536","44.9008757","","SEL Brian&Atilde;&sect;onnais","Syst&Atilde;&uml;me d'Echange Local de Brian&Atilde;&sect;on - Agir Ensemble Ici et Maintenant","http://seldebriancon.communityforge.net/system/files/SELB_Logo_0.jpg","37","0"
"seldecarbonne.fr","1.2249756","43.2922008","","SEL de Carbonne","","http://seldecarbonne.fr/system/files/LogoSEL_complet_0.jpg","69","0"
"sel-de-caux.fr","0.380774","49.755601","","Sel De Caux","Pour changer, &Atilde;&copy;changeons","http://sel-de-caux.fr/sites/sel-de-caux.fr/files/LOGO-SEL-PUZZLE-04A.png","34","0"
"seldecergypontoise.fr","2.083165","49.029829","","SEL Cergy-Pontoise","","http://seldecergypontoise.fr/sites/seldecergypontoise.fr/files/logo_sel_de_cergy_couleur_0.jpg","252","0"
"seldechateau-thierry.fr","3.4038734","49.0465323","","Le Ch&Atilde;&cent;teau de SEL","Pour changer, &Atilde;&copy;changeons!","http://seldechateau-thierry.fr/system/files/lgo Chateau de Sel BD2.jpg","84","0"
"sel.de.dol.fr","-1.7612457","48.5557051","","SEL de la Vall&Atilde;&copy;e du Guyoult","En SEL ensemble","http://sel.de.dol.fr/system/files/logo.png","42","0"
"seldegrenoble.communityforge.net","5.7245636","45.1888124","","SEL de Grenoble","L'&Atilde;&copy;change solidaire sans argent pour faire prosp&Atilde;&copy;rer les liens","http://seldegrenoble.communityforge.net/system/files/images_0.jpg","77","0"
"seldejuvignac.communityforge.net","3.812357","43.611297","","seldejuvignac.communityforge.net","Le lien plus important que le bien","http://seldejuvignac.communityforge.net/system/files/logo def.jpg","14","0"
"seldelaconfluence.fr","2.0815659","49.000943","","Sel de la Confluence","Favoriser le lien plut&Atilde;&acute;t que le bien ","http://seldelaconfluence.fr/system/files/barre_a_roue.png","34","0"
"seldelacotesaintandre.communityforge.net","5.2789307","45.3675844","","SEL de La C&Atilde;&acute;te Saint-Andr&Atilde;&copy; ","Pour changer, &Atilde;&copy;changeons !","http://seldelacotesaintandre.communityforge.net/system/files/griottes_4.png","41","0"
"seldelagondoire.org","2.7392864","48.856527","","SEL de la Gondoire","Venez mettre votre grain de sel ... &Atilde;&copy;changez!","http://seldelagondoire.org/system/files/Logo_0.jpg","50","0"
"seldelamoliere.ch","6.822778","46.7903052","","Syst&Atilde;&uml;me d'Echange Local de la Moli&Atilde;&uml;re","Pour &Atilde;&copy;changer dans la Broye","http://seldelamoliere.ch/sites/seldelamoliere.ch/files/SEL sans texte.gif","50","0"
"seldelarmagnac.communityforge.net","-0.103563","43.867306","","Sel de l'armagnac","Tous en sel ! ","http://seldelarmagnac.communityforge.net/system/files/images.png","4","0"
"sel-delemont.ch","7.3436737","47.3659202","","Sel R&Atilde;&copy;gion Del&Atilde;&copy;mont","Donner, recevoir, se rencontrer, partager !","http://sel-delemont.ch/system/files/logo_sel_region_delemont_0.jpg","65","0"
"seldeloire.org","0.6811523","47.3983492","","Sel de Loire","Syst&Atilde;&uml;me d'Echange Local","http://seldeloire.org/system/files/bandeau_loire_0.jpg","77","0"
"seldemer.net","0.379715","49.7564289","","SEL de MER","Une &Atilde;&copy;conomie sans argent pour plus d'&Atilde;&copy;changes, pour plus de liens","http://seldemer.net/sites/seldemer.net/files/sky_seldulac_logo.png","10","0"
"seldenacre.communityforge.net","-0.3534508","49.3173455","","seldenacre.communityforge.net","Sel Coeur de Nacre, r&Atilde;&copy;seau d'entraide &Atilde;&nbsp; Luc sur mer","http://seldenacre.communityforge.net/system/files/logo.jpg","49","0"
"seldepaname.communityforge.net","2.3431778","48.8557928","","SEL de Paname","Sans la g&Atilde;&copy;n&Atilde;&copy;rosit&Atilde;&copy; d'&Atilde;&copy;changer, il n'est point de lien de valeur","http://seldepaname.communityforge.net/system/files/logoSELdePaname_ombre2 b.jpg","152","0"
"seldereims.asso.st","4.0292358","49.2660123","","SEL.Reims","Pour changer... &Atilde;&copy;changeons sans argent!","http://seldereims.asso.st/system/files/illustrationBase35p.jpg","131","0"
"selderisle.fr","0.5142975","49.355992","","Sel de Risle","Votre slogan ici","http://selderisle.fr/sites/selderisle.fr/files/sel3_1_0.jpg","44","0"
"selderodez.communityforge.net","2.575986","44.349389","","SEL de Rodez","Syst&Atilde;&uml;me d'Echange Local du ruth&Atilde;&copy;nois","http://selderodez.communityforge.net/system/files/banniere sel de rodez.png","18","0"
"seldesbastides.communityforge.net","0.397723","44.668628","","seldesbastides.communityforge.net","Pour changer, &Atilde;&copy;changeons !","http://seldesbastides.communityforge.net/system/files/LOGO SEL 3.jpg","15","0"
"seldesecluses.communityforge.net","2.7958488","48.3998046","","SEL des Ecluses","La rencontre de l&acirc;€™autre vaut tout l&acirc;€™or du monde","http://seldesecluses.communityforge.net/system/files/LOGO_SEL.jpg","90","0"
"seldeseine.eu","1.10","49.44","","SEL de Seine","Pour changer, &Atilde;&copy;changeons ! Car le lien est plus important que le bien.","http://seldeseine.eu/sites/seldeseine.eu/files/LogoSeldeSeine5_0.png","119","0"
"seldesete-thau.communityforge.net","3.7051392","43.4190139","","seldesete-thau.com","Soyons s&Atilde;&copy;lidaires &Atilde;&nbsp; S&Atilde;&uml;te et dans le Bassin de Thau","http://seldesete-thau.communityforge.net/system/files/logo.jpg","30","0"
"seldesevre.org","2.2127151","48.8213325","","seldesevre.org","&quot;Il faut remplacer l'exploit solitaire par une r&Atilde;&copy;ussite solidaire&quot; Albert Jacquard","http://seldesevre.org/system/files/CSCJaunaisBlordiere_quadri.jpg","30","0"
"seldeslauzes.communityforge.net","5.40802","45.8087004","","SEL des Lauzes","Osez la Lauze","http://seldeslauzes.communityforge.net/system/files/Lauzes_0.jpg","117","0"
"seldesoulanges.org","4.5340919","48.7901284","","SEL de Soulanges","Mettez ici votre slogan","http://seldesoulanges.org/sites/seldesoulanges.org/files/sky_seldulac_logo.png","8","0"
"seldesrives.ch","6.9303131","46.9907918","","sel des rives","Pour changer &Atilde;&copy;changeons","http://seldesrives.ch/sites/seldesrives.ch/files/sky_seldulac_logo.jpg","58","0"
"seldethiais94.communityforge.net","2.3874664","48.7607154","","Seldethiais94","Convivialit&Atilde;&copy; et Solidarit&Atilde;&copy;!","http://seldethiais94.communityforge.net/system/files/logo SEL de Thiais_0.jpg","45","0"
"seldeversailles.communityforge.net","2.137528","48.7996272","","SEL de Versailles","Pour changer &Atilde;&copy;changeons car le lien est plus important que le bien","http://seldeversailles.communityforge.net/system/files/logoSEL_0.jpg","75","0"
"seldevillejuif.communityforge.net","2.3575974","48.7919378","","Sel de Villejuif","Le SEL qui p&Atilde;&copy;tille","http://seldevillejuif.communityforge.net/system/files/Svilejuif_0.jpg","59","0"
"seldicietdailleurs.communityforge.net","0.804935","44.397248","","Sel d'Ici et d'Ailleurs","Mettez ici votre slogan","","2","0"
"seldille.org","-1.6620255","48.2731395","","SEL d'Ille","","http://seldille.org/system/files/logo-val-dille.gif","11","0"
"seldrouais.org","1.3623047","48.7308322","","SEL DU DROUAIS","Je rends service, tu rends service on re&Atilde;&sect;oit tous ...","http://seldrouais.org/system/files/logosel.jpg","26","0"
"selducitron.communityforge.net","7.49267578125","43.77109381775651","","SEL du Citron","Echangeons des Zestes de Citron - et de convivialit&Atilde;&copy; !","http://selducitron.communityforge.net/sites/selducitron.communityforge.net/files/sky_seldulac_logo.gif","96","0"
"seldugabardan.communityforge.net","-0.4974747","43.8919547","","SEL DU GABARDAN","Le lien est plus important que le bien","http://seldugabardan.communityforge.net/system/files/index.jpg","19","0"
"seldugenevois.fr","6.2258148","46.1883875","","SEL d'Annemasse - Genevois","Pour changer, &Atilde;&copy;changeons !","http://seldugenevois.fr/sites/seldugenevois.fr/files/sky_seldulac_logo.jpg","77","0"
"seldugobanais.communityforge.net","3.3803558","49.5993629","","Sel du Gobanais","Echangeons Solidaire !","","20","0"
"selduhautgiffre.communityforge.net","6.588406","46.099185","","SEL","Le lien est plus important que le bien","http://selduhautgiffre.communityforge.net/system/files/logo_1.jpg","57","0"
"selduhavre.communityforge.net","0.1153564","49.4913226","","SEL du Havre","Echanger sans argent, &Atilde;&sect;a change ! ","http://selduhavre.communityforge.net/system/files/logo-selduhavre.jpg","62","0"
"seldulac.ch","6.142161","46.1983922","","SELduLac","Echangeons, pour changer !","http://seldulac.ch/sites/seldulac.ch/files/sky_seldulac_logo.gif","88","0"
"seldumaconnais.communityforge.net","4.8298645","46.3082842","","Sel","","http://seldumaconnais.communityforge.net/system/files/sel-couleurs-a-imprimer-1.jpg","108","0"
"seldumaine.fr","0.1922334","48.000","","SEL du Maine","Un Syst&Atilde;&uml;me d'Echanges Local sarthois (72)","http://seldumaine.fr/sites/seldumaine.fr/files/logo SEL site.gif","141","0"
"seldumantois.communityforge.net","1.7207336","48.9793157","","seldumantois.communityforge.net","Bienvenue dans le SEL du Mantois !","http://seldumantois.communityforge.net/system/files/LogoSelduMantois.jpg","54","0"
"seldupaysdegex.fr","6.0596466","46.3343656","","Syst&Atilde;&uml;me d'Echanges Local","","http://seldupaysdegex.fr/system/files/logo colibris_0.png","44","0"
"sel-eden.communityforge.net","4.537611","50.1357921","","sel-eden","SEL Emergence D'une Ere Nouvelle","","3","0"
"seleil.communityforge.net","4.9915695","44.3857101",""," Sel'eil 84 / 26 ","La solidarit&Atilde;&copy; est pr&Atilde;&copy;cieuse","http://seleil.communityforge.net/system/files/valreas.jpg","18","0"
"selenbugey.communityforge.net","5.6651688","45.8754293","","Sel en Bugey","&quot;Le lien est plus important que le bien&quot;","http://selenbugey.communityforge.net/system/files/SEL-EN-BUGEY_logo couleur.jpg","51","0"
"selenjoue.org","0.6461334","47.3518499","","Sel de Jou&Atilde;&copy; les Tours","Systeme d'Echange Local","http://selenjoue.org/system/files/logo.jpg","102","0"
"selensemble.org","4.8106384","43.9463612","","SEL Ensemble Avignon et Environs","Le syst&Atilde;&uml;me d'&Atilde;&copy;change local d'Avignon et environs","http://selensemble.org/system/files/sel-ensemble_0.png","112","0"
"selentraide.communityforge.net","-1.6167068","47.1747783","","selentraide.communityforge.net","&quot;La rencontre de l'autre vaut tout l'or du monde&quot;","http://selentraide.communityforge.net/system/files/Logo Sel'entraide.jpg","58","0"
"selenvigne.fr","2.9432202","42.9201664","","selenvigne.fr","Pour changer, &Atilde;&copy;changeons","http://selenvigne.fr/system/files/Logo sel.jpg","24","0"
"seleri.be","4.52156","50.712636","","SELeri, le SEL de Rixensart, La Hulpe et environs","Pour changer, &Atilde;&copy;changeons !","http://seleri.be/sites/seleri.be/files/sky_seldulac_logo.jpg","243","0"
"selesneux.be","5.568371999999954","50.5348168","","SELesneux","Les feuilles font l'arbre","http://selesneux.be/sites/selesneux.be/files/sky_seldulac_logo.jpg","138","0"
"selfleurdeseine.communityforge.net","2.6992893","48.4885104","","selfleurdeseine.communityforge.net","Le SEL, j'aime!","http://selfleurdeseine.communityforge.net/system/files/Nouveau logo 3 fleurs CK.jpg","65","0"
"sel-fm.ch","6.95645","47.22417","","SEL Franches-Montagnes","... allez aux pives...","http://sel-fm.ch/system/files/sel2.jpg","116","0"
"selfontaine.communityforge.net","5.6878281","45.1926835","","SEL de Fontaine - Is&Atilde;&uml;re","Pour changer, &Atilde;&copy;changeons.","","45","0"
"selfosselaville.communityforge.net","4.6973419","50.396263","","SEL'F","Bienvenue au SEL'Fosses-la-ville","http://selfosselaville.communityforge.net/system/files/1506746_102864036746772_110772153149611913_n_0.jpg","26","0"
"selgrandesterres.communityforge.net","4.8841095","45.698027","","SEL des Grandes Terres","Le SEL du Sud Est Lyonnais","http://selgrandesterres.communityforge.net/system/files/echanges.png","38","0"
"seliguer.org","-2.121048","47.9041453",""," SEL &Atilde;&reg; Guer"," Bro SEL iande","http://seliguer.org/system/files/LogoSEL_i_Guer.png","46","0"
"seljaime.communityforge.net","1.4374924","43.6030188","","seljaime","&Acirc;&laquo; La rencontre de l'autre vaut tout l'or du monde &Acirc;&raquo;","","16","0"
"seljogne.ch","7.2046","46.6019","","SEL de la vall&Atilde;&copy;e de la Jogne","Donner - Recevoir - Partager - Se rencontrer","http://seljogne.ch/sites/seljogne.ch/files/logo_arbre_francais_0.jpg","65","0"
"sel-la-chaux-de-fonds.communityforge.net","6.8324661","47.1023817","","SEL La Chaux-de-Fonds","Syst&Atilde;&uml;me d'Echanges Local","http://sel-la-chaux-de-fonds.communityforge.net/system/files/Logo.jpg","146","0"
"sellapigouille.org","-0.8878326","46.2173767","","SEL La Pigouille","Pour changer le Monde, Echangeons...","http://sellapigouille.org/sites/sellapigouille.org/files/sky_seldulac_logo.jpg","11","0"
"selmaichois.communityforge.net","6.8007088","47.2515044","","selmaichois.communityforge.net","Toutes les grandeurs de ce monde ne valent pas un bon amis","","19","0"
"selmaisondequartier.communityforge.net","3.053298","50.6271149","","Du SEL &Atilde;&nbsp; Wazemmes","Achetez moins, &Atilde;&copy;changez !","http://selmaisondequartier.communityforge.net/sites/univers-sel.be/files/sky_seldulac_logo.png","2","0"
"sel.marche.be","5.3400421","50.2274416","","march'SEL","","","151","0"
"selmodule.communityforge.net","-1.553621","47.218371","","Sel-Module","Plateforme de test pour Sel'idaire","http://selmodule.communityforge.net/system/files/logo_selidaire_v5.jpg","724","0"
"selmontredonnais.communityforge.net","2.3287582","43.7197531","","selmontredonnais.communityforge.net","selabessonni&Atilde;&copy;","","13","0"
"selmureth.communityforge.net","1.3324356","43.4628873","","SEL-Mureth","Pour changer, si nous &Atilde;&copy;changions sans argent","http://selmureth.communityforge.net/system/files/mÃ»res.png","16","0"
"selogazion.communityforge.net","4.9849606","50.4443056","","SelOGAzion","La solidarit&Atilde;&copy; comme monnaie...","http://selogazion.communityforge.net/system/files/logo_selogazion.jpg","103","0"
"selonnous.communityforge.net","5.0331116","43.8285828","","SEL'ons-nous","SYSTEME D'ECHANGE LOCAL DE CAVAILLON ET SES ENVIRONS","http://selonnous.communityforge.net/system/files/logoV1selonnous.png","52","0"
"seloullins.communityforge.net","4.8010251","45.7176862","","seloullins.communityforge.net","le lien plut&Atilde;&acute;t que le bien - SEL Cailloullin","http://seloullins.communityforge.net/system/files/logo.jpg","110","0"
"selozange.communityforge.net","4.6677303","45.5638236",""," SELozange ","Le LIEN est plus important que le BIEN","http://selozange.communityforge.net/system/files/logo-selozange.png","27","0"
"selpastel.lescigales.org","1.4455605","49.9733056","","SEL'Pastel","Pour changer, &Atilde;&copy;changeons!","","16","0"
"selpaysdecruseilles.communityforge.net","6.106631","46.033760","","selpaysdecruseilles.communityforge.net","Le SEL pr&Atilde;&uml;s de chez vous","","3","0"
"selpowaimes.be","6.1138916","50.4159562","","selpowaimes.be","Les rimes font le po&Atilde;&uml;me","http://selpowaimes.be/sites/selpowaimes.be/files/sky_seldulac_logo.jpg","77","0"
"selpyreneen.org","1.8772888","43.0859404","","SEL Pyr&Atilde;&copy;n&Atilde;&copy;en","Pour changer, Echangeons","http://selpyreneen.org/sites/selpyreneen.org/files/sky_seldulac_logo.gif","52","0"
"selracan37.fr","0.9098053","47.592099","","selracan37.fr","Echanges de services de biens et de savoirs","http://selracan37.fr/system/files/coqlogo2_0.jpg","37","0"
"selrit.communityforge.net","-0.2071953","46.4124167","","selrit.communityforge.net","Syst&Atilde;&uml;me d'Echanges Local de Saint Maixent L'Ecole et ses environs","http://selrit.communityforge.net/system/files/Logo.jpg","27","0"
"selsaguenay.communityforge.net","-71.1351013","48.3525987","","SEL Saguenay","Partage tes talents, partage ton temps!","http://selsaguenay.communityforge.net/system/files/Logo SEL Saguenay_1.png","15","0"
"sel-saint-medard-en-jalles.communityforge.net","-0.7141113","44.8955254","","SEL St M&Atilde;&copy;dard en Jalles","Syst&Atilde;&uml;me d'Echange Local, association &Atilde;&nbsp; but non lucratif","http://sel-saint-medard-en-jalles.communityforge.net/system/files/logo_sel_de_cergy_couleur.png","46","0"
"selserein.be","5.509681","50.5834546","","SEL Serein","Le SEL de SERAING ... (et BONCELLES, OUGREE, JEMEPPE) !","http://selserein.be/sites/selserein.be/files/sky_seldulac_logo.png","18","0"
"sel-slack.communityforge.net","1.704929","50.814510","","SEL des terres de la Slack","Echangeons nos savoir-faire","","3","0"
"selsmu.communityforge.net","5.838325","45.152198","","SEL de Saint Martin d'Uriage","","http://selsmu.communityforge.net/system/files/Raspberry_Pi_Logo.png","45","0"
"selsourire.be","4.3626022","50.747644","","Selsourire - Smilets","Tendre la main c'est apporter un sourire &Atilde;&nbsp; l'autre","http://selsourire.be/system/files/sourire-2.jpg","29","0"
"selstjean.communityforge.net","4.4298935","45.4810771","","Sel de St-Jean","Syst&Atilde;&uml;me d'&Atilde;‰change Local de Saint-Jean Bonnefonds, La Talaudi&Atilde;&uml;re, Sorbiers","http://selstjean.communityforge.net/system/files/Capture dâ€™eÌcran 2016-09-23 aÌ€ 17.08.44.png","41","0"
"selstseb.asso.st","-1.5052986","47.2052255","","SEL St Seb","Pour changer, &Atilde;&copy;changeons...","http://selstseb.asso.st/system/files/Logo.gif","24","0"
"selsudsaintebaume.communityforge.net","5.79884","43.195665","","selsudsaintebaume.communityforge.net","","http://selsudsaintebaume.communityforge.net/system/files/LogoSSSB-1.jpg","96","0"
"selterredadeles.communityforge.net","-0.6334305","44.8061987","","SEL d'ADELES","Association pour le D&Atilde;&copy;veloppement d'Echanges Locaux Equitables et Solidaires","http://selterredadeles.communityforge.net/system/files/2TDA.png","8","0"
"selthonon.communityforge.net","6.4783287","46.3734643","","S.E.L. THONON-LEMAN","Se rendre service, &Atilde;&sect;a n'a pas de prix","http://selthonon.communityforge.net/system/files/logo-stl.jpg","21","0"
"seltitude.fr","-1.2850571","47.3470814","","Sel'titude","Le lien est plus important que le bien","http://seltitude.fr/system/files/LOGO Sel'titude dÃ©finitif.jpg","43","0"
"sel-vascq.communityforge.net","3.1331635","50.6224594","","SEL de Villeneuve d'Ascq","&quot;L'Arbre&quot; : Le Lien est plus Important que le Bien","http://sel-vascq.communityforge.net/system/files/arbre_logo_0_0.gif","108","0"
"selwyntimebank.net.nz","172.4780765","-43.6423962","","Selwyn Timebank","Time Banking refers to a pattern of reciprocal service exchange which uses units of time as currency.","","85","0"
"selygo.communityforge.net","0.723381","43.1072495","","selygo.communityforge.net","La rencontre de l'autre vaut tout l'or du monde","http://selygo.communityforge.net/system/files/SELyGo - logo - recherche couleurs - 5 (2).jpg","24","0"
"semboules.communityforge.net","7.1242905","43.5816344","","SEL des 100Boules","&quot;Le lien vaut mieux que le bien&quot;","http://semboules.communityforge.net/system/files/LOGO ABEILLE 100BOULES COULEURS.jpg","17","0"
"senonais.communityforge.net","3.273157","48.1514281","","SEL du S&Atilde;&copy;nonais","Pour changer, &Atilde;&copy;changeons !","http://senonais.communityforge.net/sites/senonais.communityforge.net/files/sky_seldulac_logo.jpg","19","0"
"solisel.communityforge.net","7.944540","49.036858","","Solisel.communityforge.net","&quot;L'horloge de la solidarit&Atilde;&copy; humaine&quot;","http://solisel.communityforge.net/system/files/16467370_379506089074277_344700650_n.jpg","19","0"
"soubeyran.communityforge.net","6.1454773","46.2053789","","Cohabiter Soubeyran 7","Coop&Atilde;&copy;rative participative d'habitation Soubeyran 7, Gen&Atilde;&uml;ve, Suisse ","http://soubeyran.communityforge.net/system/files/soub7logo3e.png","60","0"
"sourisel68.fr","7.4072299","47.7478404","","souri'SEL ","Syst&Atilde;&uml;me Echange Local","http://sourisel68.fr/system/files/logo_1.jpg","31","0"
"stand26.communityforge.net","6.134754","46.202699","","Stand26 - CODHA","Site de l'association des habtiant-e-s","http://stand26.communityforge.net/system/files/Immeuble_Stand26_20170207_green.png","6","0"
"suresnesensel.communityforge.net","2.2207832","48.8706995","","suresnesensel.org","Chacun peut y mettre son grain","http://suresnesensel.communityforge.net/system/files/MMONOT_SEL_SURESNES_LOGO.png","73","0"
"talensel.communityforge.net","-0.5893135","44.8020576","","Club TalenSeL","Syst&Atilde;&uml;me d'&Atilde;&copy;change local ","http://talensel.communityforge.net/system/files/logo_grand.png","89","0"
"tauschring-eifelgold.be","6.1267662","50.2814419","","TAUSCHRING EIFELGOLD","Partnerschaftliches Geben und Nehmen","http://tauschring-eifelgold.be/system/files/Logo_TR_Eifelgold_kl_0_0.jpg","35","0"
"tcsrfv.communityforge.net","6.929273","46.989987","","C-S-R-F-V","Coordination Suisse Romande &amp; France Voisine","http://tcsrfv.communityforge.net/system/files/csrfv.jpg","18","0"
"terrederichesse.communityforge.net","5.7465363","47.5575305","","terrederichesse.communityforge.net","Terre de &quot;R&Atilde;&copy;seau Inter-Communautaire Humaniste d' Echanges Sociaux Solidaires et Equitable&quot;","http://terrederichesse.communityforge.net/system/files/logo - Copie_0.jpg","25","0"
"tersel07.communityforge.net","4.627967","45.086423","","tersel07.communityforge.net","un SEL pr&Atilde;&uml;s de chez vous","http://tersel07.communityforge.net/system/files/T07.logo ombreÌ_0.jpg","16","0"
"tournesel18.communityforge.net","2.5064278","46.7256241","","tournesel18.communityforge.net","Convivialit&Atilde;&copy; et Partage en Berry","http://tournesel18.communityforge.net/system/files/logo.jpg","16","0"
"tousensel.com","2.1442223","48.9474208","","Tous en SEL","Le SEL de Maisons-Laffitte, Mesnil Le Roi, Sartrouville","http://tousensel.com/system/files/LogoMLDD-TousEnSel-site.png","109","0"
"tousensel.communityforge.net","4.8820496","44.0857355","","Tous En SEL","Courth&Atilde;&copy;zon et ses Environs","http://tousensel.communityforge.net/system/files/009.jpeg","27","0"
"trocselcastres.communityforge.net","2.241295","43.606214","","trocselcastres.communityforge.net","Mettez ici votre slogan","http://trocselcastres.communityforge.net/system/files/chiot-boxer.jpg","2","0"
"troqueurs-de-lin.communityforge.net","-2.8478622","48.1908101","","troqueurs-de-lin.communityforge.net","Mettez ici votre slogan","http://troqueurs-de-lin.communityforge.net/system/files/lin.jpg","11","0"
"tuffeetfaluns49.fr","-0.0772476","47.2580291","","tuffe-faluns.communityforge.net","Tuffe et Faluns","http://tuffeetfaluns49.fr/system/files/LOGO Tuffe et Faluns.jpg","50","0"
"uneileversel.communityforge.net","-1.3053131","45.9427945","","uneileversel","donne la priorite au relationnel face &Atilde;&nbsp; la monnaie","http://uneileversel.communityforge.net/system/files/logo_sel_70x30_couleur.png","14","0"
"unis-vers-sel.net","4.8717499","50.7227642","","Unis-Vers-Sel (asbl)","Soyons dans le pr&Atilde;&copy;sent, partageons notre temps!","http://unis-vers-sel.net/sites/unis-vers-sel.net/files/Log_72ppp.png","113","0"
"universlesel.communityforge.net","5.078709125518799","49.89420588298097","","UniverSel","UniverSel Bertrix-Paliseul. Ardennais certes, mais solidaires! ","http://universlesel.communityforge.net/sites/univers-sel.be/files/sky_seldulac_logo.png","35","0"
"valdeblore.communityforge.net","7.2070313","44.1176627","","Le Sel du M&Atilde;&copy;l&Atilde;&uml;ze","cr&Atilde;&copy;er du lien en montagne","http://valdeblore.communityforge.net/system/files/logo_meleze.jpg","56","0"
"valdefontenay.communityforge.net","2.4782753","48.8525738","","SEL du Val de Fontenay","Le lien vaut mieux que le bien","http://valdefontenay.communityforge.net/system/files/header selvf.png","2","0"
"viens.communityforge.net","1.3684845","48.7389839","","viens.communityforge.net","Mettez ici votre slogan","http://viens.communityforge.net/system/files/image viens.png","3","0"
